taxa,20230315_ST_BC43,20230227_PROUMED_BC10,20230227_PROUMED_BC12,20230227_PROUMED_BC11,20230227_PROUMED_BC14,20230227_PROUMED_BC13,20230307_ST_BC72,20230307_ST_BC68,20230307_ST_BC77,20230307_ST_BC73,20230307_ST_BC85,20230307_ST_BC74,20230307_ST_BC60,20230307_ST_BC62,20230307_ST_BC70,20230307_ST_BC75,20230307_ST_BC56,20230307_ST_BC57,20230307_ST_BC82,20230307_ST_BC55,20230307_ST_BC76,20230307_ST_BC78,20230307_ST_BC58,20230307_ST_BC65,20230307_ST_BC80,20230307_ST_BC81,20230307_ST_BC86,20230307_ST_BC79,20230307_ST_BC61,20230307_ST_BC67,20230307_ST_BC59,20230307_ST_BC66,20230307_ST_BC71,20230307_ST_BC83,20230307_ST_BC64,20230307_ST_BC63,20230307_ST_BC69,20230131_ST_BC49,20230131_ST_BC60,20230131_ST_BC50,20230131_ST_BC56,20230131_ST_BC57,20230131_ST_BC46,20230131_ST_BC55,20230131_ST_BC52,20230131_ST_BC53,20230131_ST_BC44,20230131_ST_BC58,20230131_ST_BC42,20230131_ST_BC43,20230131_ST_BC47,20230131_ST_BC51,20230131_ST_BC59,20230131_ST_BC54,20230131_ST_BC48,20230131_ST_BC45,20230201_PROUMED_BC34,20230201_PROUMED_BC32,20230201_PROUMED_BC11,20230201_PROUMED_BC40,20230201_PROUMED_BC04,20230201_PROUMED_BC29,20230201_PROUMED_BC47,20230201_PROUMED_BC33,20230201_PROUMED_BC48,20230201_PROUMED_BC45,20230201_PROUMED_BC09,20230215_PROUMED_BC26,20230215_PROUMED_BC15,20230215_PROUMED_BC28,20230215_PROUMED_BC40,20230215_PROUMED_BC39,20230215_PROUMED_BC35,20230215_PROUMED_BC13,20230131_NURI_BC26,20230131_NURI_BC18,20230131_NURI_BC25,20230131_NURI_BC05,20230131_NURI_BC36,20230131_NURI_BC20,20230131_NURI_BC02,20230131_NURI_BC16,20230131_NURI_BC03,20230131_NURI_BC10,20230131_NURI_BC32,20230131_NURI_BC12,20230131_NURI_BC21,20230131_NURI_BC07,20230131_NURI_BC38,20230131_NURI_BC24,20230131_NURI_BC39,20230131_NURI_BC23,20230131_NURI_BC35,20230131_NURI_BC01,20230131_NURI_BC27,20230131_NURI_BC29,20230131_NURI_BC19,20230131_NURI_BC22,20230131_NURI_BC30,20230131_NURI_BC08,20230131_NURI_BC14,20230131_NURI_BC13
s__Bacteroides_clarus,0.0004872977714248,0.0,0.0,0.0,0.0004345936549326,0.0006195786864931,0.004671692763709,0.0,0.0015724322515891,0.0,0.0,0.0,0.0,2.7467999780256003e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001031949145546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002750464140823,0.0,0.000891530460624,0.0,0.0,0.0,0.0,0.0,8.046832565531393e-05,0.0,0.000828804347826,0.0,1.9749965437560483e-05,0.0,0.0034318142602427,6.241158358991429e-05,0.0017505747368865,0.0001040691018836,6.298617453468964e-05,0.0,0.0,2.8662329100862736e-05,0.0,0.0,0.0,0.0001622454774073,0.0,0.0,0.0004115226337448,0.0,0.0,0.0,0.0,0.0,0.0005930193154862,0.0,0.0001262387174146,0.0,0.0,0.0,0.0,0.0001633364185767,0.0,0.0,0.0,0.0,0.0,6.492241771083555e-05,0.0,0.0,0.0,0.0,5.832604257801108e-05
s__Bacteroides_coprocola,0.210155285556494,7.437709185570845e-05,0.0,0.0032618113246011,0.0619839200347674,0.1659782459038964,0.0043172884850828,0.0001364815067558,0.0742388758782201,0.0177414532044253,0.00015886632987,3.173293561387364e-05,0.0137486895312265,0.0212052958303576,0.0743430764688515,0.0596608213381207,6.153278158939175e-05,0.3177761484590297,0.0,0.0513058370201227,7.685410529012424e-05,0.0739028345961124,0.2125160051216389,0.0981803797468354,0.0,0.1208825165317347,6.536374926465782e-05,0.1229766547358299,0.0598497389532662,1.4618387007177628e-05,0.0072827364738939,0.06075691051883,0.2503712203023758,0.0002240868461021,3.5491198182850654e-05,0.0,0.208907785024354,0.0002195871761089,0.0002465118572203,0.013622570856737,9.457159069415548e-05,6.582411795681937e-05,0.3802295446131062,0.1203407155025553,0.0728035163946849,0.6011990095138798,0.0003996802557953,0.0001923200205141,0.0301888882734171,0.1031424052808911,0.0,0.0527488855869242,0.0001166316771635,0.1463816636621169,0.2298435619735258,0.1096306068601583,0.0302606262025537,0.1282061598503289,0.0002095513505584,0.078695652173913,0.0081263916268383,0.0002764995161258,0.2127366952361969,0.0008052301616211,0.0139801947241408,0.1661147786472064,0.034009782495577,0.0015431612760998,0.01951789501017,0.024696550895325,0.0678723953108429,3.363832077502691e-05,0.0001556565593674,0.2177370216914453,0.029447554149428,0.0056673832323627,0.0611347309778624,0.0994238683127572,0.0240245356960299,0.082784265118403,0.0003061380682687,0.0464821466300443,0.0706742485783915,0.1290240596407997,0.0004540147879102,0.2949567632392855,0.0207641902816781,0.0616143329795867,0.0144983074663089,0.349754872653354,0.124462350955518,0.0004152823920265,0.0418805285573877,0.0382574864418769,0.1131785746545027,0.1021146885120975,0.0879049535804713,0.0344245493458732,0.0701566315287951,0.0726518361581921,0.0002575328354365,0.2442111402741324
s__Bacteroides_coprophilus,0.0075368721980378,0.0,0.0,0.0017838030681412,0.0044002607561929,0.000137684152554,0.1522971840969134,6.82407533779173e-05,0.0002007360321177,9.96710854181202e-05,6.354653194801894e-05,9.519880684162092e-05,5.990714392691328e-05,5.4935999560512006e-05,0.0243283141423088,6.411694931555156e-05,0.0,0.0,0.0,0.0001665001665001,0.2373254771359036,0.0004841325554936,3.201024327784891e-05,3.9556962025316456e-05,1.7236624379481524e-05,0.0045114640627896,9.804562389698671e-05,0.0,3.183496752833312e-05,0.1261566798719429,0.0,6.183909467565394e-05,0.0,2.4898538455792647e-05,3.5491198182850654e-05,2.37648233085387e-05,0.0012796169404771,5.489679402722881e-05,0.0,6.45619471883272e-05,0.0,0.0,0.0001586713915481,0.0,0.0,0.0001303271210738,0.0,0.0,5.5392455547554426e-05,0.0142336519287629,0.0,0.0028231797919762,5.831583858175881e-05,0.0,0.0,0.000197889182058,0.0001749169144656,0.0015288981874509,4.191027011169087e-05,0.0011684782608695,1.4182184340032052e-05,1.9749965437560483e-05,0.0009168825991628,0.0001342050269368,6.241158358991429e-05,0.025562609410921,0.0156728067436778,6.298617453468964e-05,0.0017310771627645,6.008893161879582e-05,0.0004585972656138,6.727664155005382e-05,0.0,0.0010358274433341,0.0002433682161109,0.000390854016025,0.0028588183550799,0.0195884773662551,0.0018742545578463,6.523582751647205e-05,0.0,0.0,0.0001624695369618,0.0027956624872924,6.485925541574782e-05,0.0001893580761219,0.0,0.0,6.386919588682378e-05,0.000119574315437,0.0,0.0,5.460303592879764e-05,0.0,0.0006322825399692,0.0002540166380897,0.0116860351879504,6.028817748839453e-05,0.003156452861652,0.0038841807909604,0.0,0.0051326917468649
s__Bacteroides_dorei,6.497303618998116e-05,0.0,4.86050354816759e-05,0.0,0.0,6.884207627702051e-05,6.443714156840002e-05,3.412037668895865e-05,6.691201070592172e-05,3.32236951393734e-05,3.177326597400947e-05,0.0,2.995357196345664e-05,0.0,0.0,0.0001602923732888,0.0,0.0,0.0,0.0,0.0,2.420662777468471e-05,0.0,3.9556962025316456e-05,1.7236624379481524e-05,9.270131635869229e-05,0.0,2.671082856990224e-05,0.1269260155354641,2.9236774014355257e-05,0.4359606617541646,3.091954733782697e-05,3.3747300215982723e-05,7.469561536737793e-05,0.0,0.0,4.12779658218443e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.709717939933767e-05,0.0,0.0,0.0008251392422471,0.0,7.429420505200594e-05,0.0,0.0,8.595495960116899e-05,0.0,0.0,0.0001207024884829,0.0,4.07608695652174e-05,1.4182184340032052e-05,0.0,0.0005182379908311,0.0001150328802315,4.160772239327619e-05,4.218252378039778e-05,0.0025184722655843,0.0001259723490693,0.0,0.0,0.0,0.0,0.0,9.139653911771876e-05,0.0,0.0,0.0,0.0003292181069958,0.0,0.0,0.0,0.0,0.0,0.0002541511352084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s__Bacteroides_eggerthii,0.0153661230589305,0.0,0.0,5.0965801946893634e-05,0.0034767492394611,0.0259534627564367,0.0,0.0,0.0132485781197725,0.0,0.0,0.0,0.0,0.0008515079931879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023238362663697,3.201024327784891e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004947127574052,0.0,0.0,0.0,0.0,0.0002270288120201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070136835591005,0.0,0.0201337295690936,0.0,0.0,0.0,0.0,2.1864614308203603e-05,0.0001005854070691,0.0,0.0006521739130434,0.0,0.0,3.986446083316723e-05,0.0369638988477539,2.080386119663809e-05,0.0009912893088393,0.0013112706837339,0.0,4.327692906911326e-05,0.0,0.0001433116455043,0.0,0.0,0.0,0.0,0.0,0.0,0.0223868312757201,0.000340773555972,6.523582751647205e-05,0.0,0.0,0.0,0.0139783124364622,0.0,0.0088998295777314,0.0,0.0,0.0,0.0,0.0064790112702128,0.0,0.0,0.0,0.0,0.0,0.0008439914302408,0.0,0.0,0.0012358757062146,0.0,0.0022163896179644
s__Bacteroides_faecis,0.0013969202780845,0.0,0.0,0.0002548290097344,0.0006518904823989,0.0012391573729863,0.0,0.0,0.0003345600535296,0.0,0.0,0.0,0.0015875393140632,0.0005218919958248,0.0,0.0,0.0,0.0,0.0,0.0018077160934303,0.0,0.0025901091718912,0.0,0.0,0.0,0.0,0.0,0.0,0.0022284477269833,0.0080839680149692,0.0005447716259999,0.0003091954733782,0.0,0.0,0.0,0.0,0.002373483034756,0.0,0.0,0.0003873716831299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035068417795502,0.0,0.000148588410104,0.0,0.0007210919392222,0.0,0.00032981530343,0.0005247507433968,0.0031181476191434,4.191027011169087e-05,0.0073777173913043,0.0,0.0,0.0010763404424955,0.0004026150808105,0.0007697428642756,0.0089426950414443,0.0,0.0,0.0009088155104513,0.004686936666266,0.0008025452148241,0.0,0.0,0.0,0.0018658229901841,0.0,0.0004398182084738,0.0022222222222222,0.0009371272789231,0.0005871224476482,0.0026021735802847,0.0012676949080921,0.0,0.0016943409013893,0.0,0.0,0.0004254957024934,0.0002497034771209,0.0008941687424155,0.0,5.444547285893178e-05,0.0,0.0001092060718575,0.0003536901674133,0.0,0.0021591414237632,0.0014282931896383,0.0001205763549767,0.0003573342862247,0.0020303672316384,0.0,0.0005832604257801
s__Bacteroides_finegoldii,0.0076018452342277,0.0,0.0,0.0002548290097344,0.003096479791395,0.0040616825003442,0.0,0.0,0.0024088323854131,0.0,0.0,0.0,0.0039538714991762,0.0012635279898917,0.0,0.0,0.0,0.0,0.0,0.0044003615432186,0.0,0.0071893684490813,0.0,0.0,0.0,0.0,0.0,0.0,0.0069081879536482,0.0209773853552998,0.0019497089772629,0.0012058623461752,0.0,0.0,0.0,2.37648233085387e-05,0.0055725253859489,0.0,0.0,0.0007101814190715,0.0,0.0,5.289046384936796e-05,0.0,0.0,0.0,0.0,0.0,5.5392455547554426e-05,0.0079075844048683,0.0,0.000668647845468,0.0,0.0009271182075714,0.0,0.0010554089709762,0.0006122092006297,0.0036411917359029,4.191027011169087e-05,0.005828804347826,1.4182184340032052e-05,1.9749965437560483e-05,0.000857085907913,0.0003450986406947,0.0006449196970957,0.0116634678252799,0.0002497658445207,0.0,0.0004760462197602,0.0038757360894123,0.0002866232910086,0.0,3.1131311873482345e-05,0.0,0.0025148048998134,0.0,0.0005864242779651,0.0037860082304526,0.0016186743908672,0.0030008480657577,0.0081891933261901,0.0026058173110782,0.0,0.0030498136225008,0.0,0.0,0.0015317845289762,0.0011236656470441,0.0024270294436993,0.000119574315437,0.0,0.0,5.460303592879764e-05,0.00106107050224,0.0,0.002984695497555,0.0033759657209634,0.0008440344848375,0.0007146685724495,0.0049435028248587,0.0,0.0019247594050743
s__Bacteroides_fragilis,6.497303618998116e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001338240214118,3.32236951393734e-05,0.0,0.0,2.995357196345664e-05,0.0850409273196725,2.9524653085326247e-05,3.205847465777578e-05,0.0,0.0,0.2571689967693055,7.135721421435707e-05,2.5618035096708083e-05,0.0005809590665924,0.0,0.0001186708860759,6.89464975179261e-05,0.0,0.0002287731224263,0.0,0.0213612632115115,1.4618387007177628e-05,0.076009977922413,0.0008657473254591,0.0002362311015118,2.4898538455792647e-05,0.0,0.0,8.25559316436886e-05,0.0001097935880544,0.0,0.0,4.728579534707774e-05,0.0002632964718272,5.289046384936796e-05,0.0,5.052291214065579e-05,6.516356053694774e-05,0.4447870275208405,0.0001282133470094,5.5392455547554426e-05,0.00694492195558,0.268415136755339,0.000148588410104,0.0,0.0,8.595495960116899e-05,0.000131926121372,2.1864614308203603e-05,0.0001207024884829,0.0080886821315563,0.000203804347826,2.8364368680064103e-05,3.9499930875120966e-05,0.0200518237990831,1.917214670526659e-05,6.241158358991429e-05,0.0001687300951215,0.0005619731501717,3.149308726734482e-05,4.327692906911326e-05,0.0,0.0,0.0346811087190527,0.0004669696781022,0.0,0.0001622454774073,0.0,0.0,8.23045267489712e-05,0.000340773555972,0.0,0.0001530690341343,0.000140854989788,0.0,0.0004235852253473,0.0001297185108314,6.311935870731554e-05,8.509914049868096e-05,0.0,0.0,0.0,0.0001088909457178,0.0,5.460303592879764e-05,0.0017684508370667,9.032607713846988e-05,0.0,0.0,6.028817748839453e-05,0.0001191114287415,8.827683615819209e-05,0.0,5.832604257801108e-05
s__Bacteroides_intestinalis,3.248651809499058e-05,0.0,0.0,0.0,5.432420686657975e-05,6.884207627702051e-05,0.0,0.0,0.0001672800267648,0.0,0.0,3.173293561387364e-05,0.0,0.0,2.9524653085326247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002420662777468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.091954733782697e-05,3.3747300215982723e-05,0.0,0.0,0.0,6.191694873276646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005500928281647,0.0,0.000148588410104,0.0,0.0,0.0,0.0,2.1864614308203603e-05,0.0005029270353457,0.0,0.0006793478260869,0.0,0.0,9.966115208291808e-05,0.0005176479610421,4.160772239327619e-05,0.0004429164996941,0.0001873243833905,3.149308726734482e-05,0.0,3.004446580939791e-05,0.0,0.0,0.0,0.0,0.0001622454774073,0.0,0.0,8.23045267489712e-05,0.000170386777986,6.523582751647205e-05,7.653451706719731e-05,0.0,0.0,0.0004235852253473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.894836123555765e-05,0.0,0.0001270083190448,6.492241771083555e-05,0.0,5.955571437079388e-05,0.0001765536723163,0.0,5.832604257801108e-05
s__Bacteroides_ndongoniae,0.0019167045676044,0.0,0.0,0.0001019316038937,0.0007605388961321,0.0037863141952361,0.0,0.0,0.0040816326530612,0.0,0.0,0.0,2.995357196345664e-05,8.2403999340768e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002662729055215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12779658218443e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008251392422471,0.0,0.0020802377414561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07608695652174e-05,1.4182184340032052e-05,1.9749965437560483e-05,1.993223041658361e-05,0.0032209206464847,2.080386119663809e-05,0.0010545630945099,0.0005827869705484,0.0,0.0,0.0,2.8662329100862736e-05,0.0,0.0,3.046551303923958e-05,8.112273870365864e-05,0.0,0.0,0.0016460905349794,0.000170386777986,0.0,0.0,0.0,0.0,0.0041511352084039,0.0,0.0004418355109512,0.0,0.0,0.0,0.0,0.0008166820928839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.827683615819209e-05,0.0,0.000466608340624
s__Bacteroides_ovatus,0.0001624325904749,0.0,0.0,0.0,0.0001629726205997,6.884207627702051e-05,9.665571235260005e-05,0.0,0.0,3.32236951393734e-05,0.0,0.0,8.986071589036993e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002616431187859,0.0,0.0002420662777468,3.201024327784891e-05,7.911392405063291e-05,0.0,0.0,0.0,0.0,0.0002228447726983,0.0004531699972225,0.0001146887633684,0.0002164368313647,0.0,0.0,0.0,0.0,0.0002063898291092,0.0,0.0,6.45619471883272e-05,0.0,0.0,0.0,0.0002725724020442,0.0,6.516356053694774e-05,0.0,0.0,0.0,0.0002750464140823,7.493443237167478e-05,7.429420505200594e-05,0.0,0.0001545197012619,0.0,0.000131926121372,2.1864614308203603e-05,0.0005632782795871,2.095513505584544e-05,0.0006114130434782,0.0,0.0,0.0003388479170819,1.917214670526659e-05,0.0001040193059831,0.0003585514521333,0.0007076698928088,3.149308726734482e-05,0.0001298307872073,0.0002103112606657,0.0,0.0,3.1131311873482345e-05,3.046551303923958e-05,0.0001622454774073,0.0,0.0,0.0002469135802469,8.519338899301415e-05,0.0001304716550329,7.653451706719731e-05,0.000211282484682,0.0,8.471704506946798e-05,0.0992346607860941,0.0,0.0,0.0,6.386919588682378e-05,0.0,0.0001088909457178,0.0001186521120075,0.0,5.894836123555765e-05,0.0,0.0001905124785673,0.0,0.0,5.955571437079388e-05,8.827683615819209e-05,0.0,5.832604257801108e-05
s__Bacteroides_plebeius,0.0813462413098564,0.0001487541837114,0.0,0.012435655675042,0.0356366797044763,0.0349029326724494,0.2061666344480958,0.0002729630135116,0.0194713951154232,0.2356556696235755,6.354653194801894e-05,3.173293561387364e-05,0.12227048075483,0.0686425314508597,0.1297313256569235,0.0179848042830122,3.076639079469588e-05,0.2225115667585265,0.0001429510821396,0.1904286190000475,0.1982835916485205,0.0409092009392171,0.1671254801536491,0.1388053797468354,0.0001206563706563,0.1436252394784005,0.0001307274985293,5.342165713980448e-05,0.1735005730294155,0.069130352156943,0.0307365885827336,0.0163255209943726,0.0795761339092872,9.95941538231706e-05,3.5491198182850654e-05,2.37648233085387e-05,0.0703376537604226,0.0044466403162055,0.4345017995365577,0.002776163729098,0.0561282390769812,0.0156003159557661,0.1022372666208282,0.0078364565587734,0.1497499115849037,0.2673009253225596,0.0001141943587986,0.033591896916469,0.0785465019664321,0.0768067111325036,0.0001498688647433,0.013298662704309,0.3724632610216934,0.0798351789853206,0.0669589135293106,0.0191952506596306,0.0603900647192583,0.0430907883884206,0.0005238783763961,0.0885326086956521,0.0237267944008736,0.0002369995852507,0.1091090293003787,0.0046396595026745,0.0585836731297328,0.0770463796848965,0.0221875325215943,0.2522911220986993,0.0164019561171939,0.0541701718543444,0.0624552151107799,0.0004036598493003,0.0002801818068613,0.2423531562271508,0.0314756226170195,0.0046902481923001,0.0465474270634804,0.1376954732510288,0.0348440960981427,0.0310522538978406,0.106306444206337,0.0314810902176209,0.1689683184402924,0.0565909861064046,0.0003891555324944,0.1499715962885817,0.0303803931580291,0.1143641925213808,0.0483489812863256,0.1434891785244529,0.0252626994065443,0.0004746084480303,0.039368788904663,0.0754539023815138,0.1081203143347484,0.073029783450816,0.0346036486398753,0.0316512931814071,0.0608063843725805,0.0467867231638418,0.0028972443986608,0.0533100029163021
s__Bacteroides_sp003545565,3.248651809499058e-05,0.0,0.0,0.0,5.432420686657975e-05,0.000137684152554,0.0,0.0,0.0004683840749414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.841325554936942e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.091954733782697e-05,0.0,0.0,0.0,0.0,6.191694873276646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004125696211235,0.0,0.000297176820208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003260869565217,0.0,1.9749965437560483e-05,0.0,0.0001533771736421,2.080386119663809e-05,0.0002530951426823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001622454774073,0.0,0.0,0.0001646090534979,0.0,0.0,0.0,7.042749489400662e-05,0.0,0.0003388681802778,0.0,0.0,0.0,0.0,0.0,0.0,0.0001088909457178,0.0,0.0,0.0,0.0,0.0,6.492241771083555e-05,0.0,0.0,0.0,0.0,5.832604257801108e-05
s__Bacteroides_stercoris,0.0198492625560392,0.0139828932688731,0.1353164187809857,0.0001019316038937,0.0010864841373315,0.0020652622883106,0.0123074940395644,3.412037668895865e-05,0.0066577450652392,0.0190039536197215,0.0,0.0,0.0,0.0001373399989012,0.0031886625332152,3.205847465777578e-05,0.0,0.0066745885267868,0.0,0.0,2.5618035096708083e-05,0.0009682651109873,0.0486555697823303,0.0073180379746835,0.0,0.0,0.0,2.671082856990224e-05,0.0,2.9236774014355257e-05,0.0,0.0169129923937913,0.0,2.4898538455792647e-05,0.0,0.1475795527460253,0.0002270288120201,0.0219038208168642,0.0,0.0,0.0174484584830716,0.1030805687203791,0.0,0.0073594548551959,0.0,0.0,0.0,0.0101288544137444,0.0,0.0023378945197001,0.0,0.0051263001485884,0.1238045253090739,0.0014936904455318,0.0290527763451951,0.0006596306068601,0.0002842399860066,0.0002816391397935,0.000125730810335,0.00125,0.0082114847328785,0.2696462781190133,0.0001993223041658,0.0129987154661707,0.0157069152034617,0.0070866639951068,0.001540222707878,0.0005983686580795,4.327692906911326e-05,0.0001201778632375,8.598698730258821e-05,0.0001345532831001,0.0728784010958221,6.093102607847916e-05,8.112273870365864e-05,0.0,0.0,0.0021399176954732,0.000170386777986,0.0,7.653451706719731e-05,0.0,0.0,0.0044052863436123,0.0,0.0011361484567316,8.509914049868096e-05,0.0004369810849616,0.0003832151753209,0.000119574315437,0.0013066913486143,0.0,0.0,0.0,0.0067744557853852,0.0001270083190448,0.0001298448354216,0.0,0.0001191114287415,0.0002648305084745,0.0022534123100695,0.0013998250218722
s__Bacteroides_thetaiotaomicron,0.0011695146514196,0.0,0.0016039661708953,0.0,0.0002172968274663,0.0004130524576621,0.0,0.0,0.0003680160588825,0.0,0.0,0.0,0.0004493035794518,0.0002472119980223,0.0,0.0,3.076639079469588e-05,0.0,0.0,0.00147471576043,0.0,0.0026385224274406,0.0,0.0001977848101265,0.0,3.0900438786230764e-05,0.0,0.0,0.0008595441232649,0.004283187393103,0.0004587550534736,0.0001855172840269,0.0,0.0,0.0,0.0,0.001589201684141,0.0,0.0,0.0003873716831299,0.0,0.0,0.0,0.0002044293015332,0.0,0.0,0.0,0.0,0.0,0.0038506497971532,0.0,0.0031203566121842,0.0,0.0004120525366984,0.0,0.0004617414248021,0.0006778030435543,0.004103884608421,0.000125730810335,0.0058152173913043,4.254655302009616e-05,0.0,0.0119992027107833,0.0007477137215053,0.0005200965299159,0.0082466833990677,6.244146113019045e-05,0.0,0.0004760462197602,0.0039658694868405,0.0014044541259422,0.0,0.0,3.046551303923958e-05,0.0006489819096292,0.0,0.0002199091042369,0.0012345679012345,0.000170386777986,0.0005218866201317,0.003903260370427,0.000563419959152,0.0,0.0010166045408336,0.0488390193280581,0.0,0.000255297421496,6.242586928022972e-05,0.0008941687424155,0.0004782972617481,5.444547285893178e-05,0.0,0.0001092060718575,0.0002357934449422,0.0,0.0020321331047183,0.0017529052781925,0.0001808645324651,0.0002977785718539,0.0023834745762711,0.0,0.000466608340624
s__Bacteroides_togonis,0.0035410304723539,0.0,0.0,0.0001019316038937,0.001412429378531,0.0055762081784386,0.0,0.0,0.0047842087654734,0.0,0.0,0.0,0.0,5.4935999560512006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003873060443949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001857508461982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017878016915354,0.0,0.0023031203566121,0.0,0.0,0.0,0.0,2.1864614308203603e-05,2.011708141382848e-05,0.0,0.0009510869565217,0.0,1.9749965437560483e-05,0.0,0.0039302900745796,8.321544478655238e-05,0.0027418640457258,0.0005827869705484,0.0,0.0,0.0,2.8662329100862736e-05,0.0,3.1131311873482345e-05,0.0,8.112273870365864e-05,0.0,0.0,0.002633744855967,8.519338899301415e-05,0.0,0.0,0.000140854989788,0.0,0.0055913249745848,0.0,0.0014517452502682,0.0,0.0,0.0,0.0,0.0020144824957804,0.0,0.0,0.0,0.0,0.0,0.0005193793416866,0.0,0.0,0.0005296610169491,6.438320885912955e-05,0.0005832604257801
s__Bacteroides_uniformis,0.0222207783769735,0.0229825213834139,0.0861281228735297,0.0008154528311502,0.0076597131681877,0.0278121988159162,0.0038340099233198,0.0,0.0523586483773837,3.32236951393734e-05,0.0,0.0,2.995357196345664e-05,0.0014832719881338,0.0,9.617542397332736e-05,0.0,5.056506459687002e-05,2.859021642793836e-05,0.0,2.5618035096708083e-05,0.0026627290552153,0.0,0.0015822784810126,0.0,0.0243495457635498,0.0,0.0,6.366993505666624e-05,1.4618387007177628e-05,0.0,0.0007729886834456,6.749460043196545e-05,2.4898538455792647e-05,0.0,2.37648233085387e-05,0.0002889457607529,0.0,4.930237144406646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226104830421377,0.0,0.0,0.0061197827133328,0.0,0.0209509658246656,0.0,0.0,8.595495960116899e-05,0.0,8.745845723281441e-05,8.046832565531393e-05,0.0,0.0005434782608695,0.0009502063507821,9.874982718780244e-05,5.979669124975085e-05,0.0419870012845338,0.0001248231671798,0.018771223082277,0.002310334061817,0.0005668755708122,4.327692906911326e-05,3.004446580939791e-05,0.0003726102783112,0.0,0.0284851503642363,6.093102607847916e-05,0.0001622454774073,0.0,0.0,0.0115226337448559,0.000170386777986,0.0,0.0,0.0,0.0,0.0161809556082683,0.0379426644182124,0.0072587262513412,8.509914049868096e-05,0.0,0.0003193459794341,0.0,0.011161321936081,0.0,0.0,0.0,0.0,0.0,0.001168603518795,0.0,0.0,0.0007062146892655,0.0,0.0014581510644502
